Image Data,Label
[0.19607843 0.22352941 0.25882354 ... 0.11372549 0.11372549 0.06666667],2
[0.6666667  0.81960785 0.9607843  ... 0.4        0.44313726 0.49411765],2
[0.20392157 0.21568628 0.22352941 ... 0.10980392 0.22352941 0.25490198],2
[0.6509804  0.6627451  0.6666667  ... 0.30980393 0.27058825 0.28235295],2
[0.47843137 0.4745098  0.5254902  ... 0.28627452 0.25490198 0.21176471],2
[0.41960785 0.40784314 0.40784314 ... 0.9607843  0.9607843  0.9647059 ],2
[0.8666667  0.87058824 0.87058824 ... 0.01568628 0.01176471 0.00784314],2
[0.972549   0.98039216 0.98039216 ... 0.10980392 0.12156863 0.10588235],2
[0.5882353  0.627451   0.64705884 ... 0.16862746 0.1764706  0.23529412],2
[0.36862746 0.36862746 0.3764706  ... 0.10588235 0.0627451  0.05490196],2
[0.7529412  0.6509804  0.5411765  ... 0.04313726 0.03921569 0.03921569],2
[0.8745098  0.87058824 0.8666667  ... 0.41960785 0.29411766 0.12941177],2
[0.70980394 0.7137255  0.67058825 ... 0.08235294 0.07843138 0.08235294],2
[0.92156863 0.92156863 0.9372549  ... 0.7882353  0.7921569  0.7882353 ],2
[0.15294118 0.15294118 0.14509805 ... 0.5686275  0.5647059  0.56078434],2
[0.18039216 0.18039216 0.18431373 ... 0.7921569  0.79607844 0.7764706 ],2
[0.7607843  0.7764706  0.8117647  ... 0.24705882 0.24313726 0.23529412],2
[0.77254903 0.7764706  0.77254903 ... 0.46666667 0.44313726 0.4117647 ],2
[0.34509805 0.34901962 0.34901962 ... 0.0627451  0.09803922 0.08235294],2
[0.         0.00392157 0.00392157 ... 0.11764706 0.09019608 0.10588235],2
[0.5647059  0.5921569  0.5921569  ... 0.07843138 0.07450981 0.05882353],2
[0.33333334 0.30588236 0.29411766 ... 0.18039216 0.15686275 0.19215687],2
[0.79607844 0.80784315 0.8156863  ... 0.04705882 0.04313726 0.04313726],2
[0.47058824 0.46666667 0.4745098  ... 0.5019608  0.5019608  0.5019608 ],2
[0.7490196  0.7411765  0.7372549  ... 0.02745098 0.02745098 0.01960784],2
[0.40392157 0.40784314 0.41568628 ... 0.20392157 0.18431373 0.16470589],2
[0.11372549 0.09411765 0.07058824 ... 0.23921569 0.25882354 0.23137255],2
[0.33333334 0.33333334 0.33333334 ... 0.16078432 0.16862746 0.31764707],2
[0.48235294 0.48235294 0.4862745  ... 0.48235294 0.5294118  0.5686275 ],2
[0.85490197 0.83137256 0.8509804  ... 0.04313726 0.01176471 0.01960784],2
[0.63529414 0.6117647  0.60784316 ... 0.         0.00392157 0.00392157],2
[0.7882353 0.8039216 0.8117647 ... 0.1764706 0.1764706 0.1882353],2
[0.5686275  0.5921569  0.6        ... 0.14901961 0.13333334 0.12156863],2
[0.00392157 0.00392157 0.00392157 ... 0.10588235 0.23529412 0.29411766],2
[0.18039216 0.18431373 0.18431373 ... 0.5254902  0.6039216  0.5254902 ],2
[0.48235294 0.5921569  0.57254905 ... 0.10588235 0.09019608 0.07058824],2
[0.19215687 0.19607843 0.19215687 ... 0.14509805 0.14117648 0.16470589],2
[0.90588236 0.9137255  0.95686275 ... 0.69411767 0.69411767 0.627451  ],2
[0.2627451  0.24313726 0.23137255 ... 0.10196079 0.07843138 0.09411765],2
[0.84313726 0.8        0.8        ... 0.05490196 0.05882353 0.04705882],2
[0.69411767 0.69411767 0.69411767 ... 0.3372549  0.34509805 0.34509805],2
[0.5803922  0.6509804  0.6627451  ... 0.8862745  0.88235295 0.8784314 ],2
[0.99607843 0.99215686 0.99215686 ... 0.7019608  0.6901961  0.6901961 ],2
[0.77254903 0.7764706  0.7764706  ... 0.5568628  0.54901963 0.54901963],2
[0.5529412 0.5529412 0.5568628 ... 0.7411765 0.7372549 0.7372549],2
[0.29803923 0.3372549  0.37254903 ... 0.13725491 0.09803922 0.08235294],2
[0.28627452 0.28235295 0.27450982 ... 0.01568628 0.01176471 0.01176471],2
[0.8901961  0.8862745  0.89411765 ... 0.35686275 0.34509805 0.33333334],2
[0.8784314  0.8784314  0.88235295 ... 0.25490198 0.2509804  0.2509804 ],2
[0.64705884 0.7764706  0.8862745  ... 0.09019608 0.09803922 0.09803922],2
[0.17254902 0.1882353  0.24313726 ... 0.31764707 0.34509805 0.35686275],2
[0.6        0.59607846 0.58431375 ... 0.08235294 0.07450981 0.05490196],2
[0.83137256 0.84313726 0.8509804  ... 0.18039216 0.18039216 0.19607843],2
[0.9098039  0.8862745  0.85882354 ... 0.09411765 0.09411765 0.08235294],2
[0.5803922  0.6627451  0.6745098  ... 0.05490196 0.07450981 0.05490196],2
[0.68235296 0.7294118  0.7176471  ... 0.10196079 0.10980392 0.10196079],2
[0.79607844 0.78431374 0.79607844 ... 0.         0.00392157 0.        ],2
[0.45882353 0.4509804  0.44705883 ... 0.85882354 0.8235294  0.8156863 ],2
[0.6745098  0.6901961  0.69803923 ... 0.18039216 0.11372549 0.07843138],2
[0.4862745  0.5137255  0.5647059  ... 0.14509805 0.14901961 0.14901961],2
[0.38431373 0.38431373 0.38039216 ... 0.65882355 0.6784314  0.6862745 ],2
[0.7764706  0.78039217 0.7921569  ... 0.20784314 0.19215687 0.20392157],2
[0.9529412  0.95686275 0.95686275 ... 0.1254902  0.12156863 0.11764706],2
[1.         1.         1.         ... 0.15294118 0.21176471 0.34509805],2
[0.63529414 0.6745098  0.6784314  ... 0.69411767 0.68235296 0.6745098 ],2
[0.42352942 0.37254903 0.32156864 ... 0.0627451  0.06666667 0.07058824],2
[0.13333334 0.14509805 0.15686275 ... 0.10196079 0.07843138 0.07843138],2
[0.92156863 0.92156863 0.93333334 ... 0.14901961 0.15686275 0.13725491],2
[0.3019608  0.24313726 0.23137255 ... 0.8862745  0.8862745  0.8784314 ],2
[0.40392157 0.41568628 0.41568628 ... 0.05490196 0.05098039 0.07058824],2
[0.9843137  0.9843137  0.9843137  ... 0.07058824 0.08235294 0.07843138],2
[0.60784316 0.59607846 0.6039216  ... 0.1882353  0.1882353  0.19215687],2
[0.10588235 0.10980392 0.10980392 ... 0.25490198 0.28235295 0.21960784],2
[0.41568628 0.4392157  0.5882353  ... 0.0627451  0.03529412 0.03529412],2
[0.60784316 0.5686275  0.5529412  ... 0.30588236 0.30980393 0.29411766],2
[1.         1.         1.         ... 0.09411765 0.22745098 0.16862746],2
[0.21568628 0.21568628 0.21960784 ... 0.28627452 0.28235295 0.27450982],2
[0.8862745  0.88235295 0.8784314  ... 0.19607843 0.19215687 0.20392157],2
[0.91764706 0.88235295 0.90588236 ... 0.4        0.4        0.3882353 ],2
[0.59607846 0.6        0.6039216  ... 0.07450981 0.07450981 0.07450981],2
[0.3529412  0.39215687 0.5568628  ... 0.35686275 0.3529412  0.36078432],2
[0.13725491 0.14117648 0.14117648 ... 0.24705882 0.26666668 0.24313726],2
[0.6862745  0.7019608  0.6862745  ... 0.19215687 0.11764706 0.1764706 ],2
[0.4        0.43137255 0.45490196 ... 0.28235295 0.29411766 0.33333334],2
[0.79607844 0.8235294  0.9019608  ... 0.00784314 0.00784314 0.01176471],2
[0.9019608  0.91764706 0.91764706 ... 0.16862746 0.16470589 0.15686275],2
[0.85882354 0.8666667  0.88235295 ... 0.20392157 0.20392157 0.20784314],2
[0.18431373 0.18039216 0.1764706  ... 0.44313726 0.5176471  0.4627451 ],2
[0.10196079 0.10196079 0.10196079 ... 0.35686275 0.14901961 0.14117648],2
[0.54509807 0.5568628  0.56078434 ... 0.06666667 0.08627451 0.14901961],2
[0.8901961  0.9098039  0.8901961  ... 0.2901961  0.28235295 0.2509804 ],2
[0.7529412  0.76862746 0.78431374 ... 0.2        0.11764706 0.10196079],2
[0.30588236 0.3137255  0.32156864 ... 0.34117648 0.36078432 0.43137255],2
[0.2        0.19215687 0.1882353  ... 0.8235294  0.827451   0.827451  ],2
[0.9019608  0.91764706 0.92941177 ... 0.19607843 0.11764706 0.07450981],2
[0.69803923 0.70980394 0.7019608  ... 0.26666668 0.26666668 0.27058825],2
[0.6        0.6039216  0.6        ... 0.22745098 0.42745098 0.23921569],2
[0.47058824 0.47058824 0.47843137 ... 0.28627452 0.31764707 0.32941177],2
[0.7490196  0.74509805 0.73333335 ... 0.34509805 0.37254903 0.44705883],2
[0.8235294  0.8392157  0.8117647  ... 0.5411765  0.6        0.50980395],2
[0.3372549  0.33333334 0.3254902  ... 0.2784314  0.20784314 0.27450982],2
[1.         1.         1.         ... 0.09411765 0.07843138 0.08627451],2
[0.5137255  0.44705883 0.4392157  ... 0.10588235 0.08627451 0.10588235],2
[0.7254902  0.74509805 0.7647059  ... 0.3529412  0.21176471 0.19215687],2
[0.84705883 0.8392157  0.8392157  ... 0.5803922  0.5764706  0.5803922 ],2
[0.00392157 0.         0.         ... 0.19215687 0.27450982 0.28627452],2
[0.07058824 0.06666667 0.06666667 ... 0.29411766 0.28627452 0.27450982],2
[0.77254903 0.80784315 0.8117647  ... 0.05490196 0.05098039 0.05098039],2
[0.6        0.6        0.6039216  ... 0.14901961 0.16078432 0.16078432],2
[1.         1.         1.         ... 0.10980392 0.11372549 0.12156863],2
[0.02352941 0.02352941 0.02745098 ... 0.8117647  0.8117647  0.8235294 ],2
[0.5372549  0.5254902  0.5411765  ... 0.02352941 0.01960784 0.01568628],2
[0.21176471 0.21176471 0.21176471 ... 0.00784314 0.01568628 0.01568628],2
[0.8235294  0.8117647  0.81960785 ... 0.17254902 0.1764706  0.1764706 ],2
[0.99215686 0.9843137  0.99215686 ... 0.14117648 0.14509805 0.12156863],2
[0.21960784 0.22352941 0.22352941 ... 0.34509805 0.25882354 0.11764706],2
[0.5019608  0.4117647  0.5568628  ... 0.08235294 0.0627451  0.04705882],2
[0.9882353  0.99215686 0.99215686 ... 0.16078432 0.15294118 0.15686275],2
[0.79607844 0.8392157  0.88235295 ... 0.26666668 0.24313726 0.2509804 ],2
[0.01176471 0.01568628 0.02352941 ... 0.95686275 0.9647059  0.9607843 ],2
[0.3137255  0.3137255  0.31764707 ... 0.3764706  0.3764706  0.32156864],2
[0.35686275 0.35686275 0.36078432 ... 0.04705882 0.05490196 0.03921569],2
[0.33333334 0.44313726 0.15686275 ... 0.02745098 0.03137255 0.03137255],2
[0.4745098  0.47843137 0.4862745  ... 0.38039216 0.38431373 0.38431373],2
[0.16862746 0.16470589 0.16862746 ... 0.8392157  0.8352941  0.83137256],2
[0.60784316 0.6156863  0.62352943 ... 0.52156866 0.5137255  0.50980395],2
[0.95686275 0.94509804 0.8627451  ... 0.10588235 0.13333334 0.14117648],2
[0.8235294  0.8235294  0.81960785 ... 0.23137255 0.19607843 0.17254902],2
[0.54509807 0.5176471  0.57254905 ... 0.07450981 0.07843138 0.10980392],2
[0.05490196 0.03529412 0.02352941 ... 0.04313726 0.03137255 0.02352941],2
[0.6509804  0.67058825 0.6862745  ... 0.09803922 0.07058824 0.07058824],2
[0.7411765  0.73333335 0.7372549  ... 0.19215687 0.21176471 0.21176471],2
[0.3882353  0.38431373 0.38039216 ... 0.36862746 0.3647059  0.3529412 ],2
[0.5176471  0.52156866 0.5254902  ... 0.06666667 0.0627451  0.05490196],2
[0.77254903 0.79607844 0.84705883 ... 0.0627451  0.06666667 0.0627451 ],2
[0.8862745  0.9254902  0.92941177 ... 0.11764706 0.10196079 0.08235294],2
[0.01960784 0.01960784 0.01568628 ... 0.18431373 0.1764706  0.18039216],2
[0.49411765 0.49019608 0.4862745  ... 0.69803923 0.69411767 0.6745098 ],2
[0.7058824  0.7529412  0.7921569  ... 0.05098039 0.05098039 0.05098039],2
[0.4        0.4        0.4        ... 0.11764706 0.10196079 0.09411765],2
[0.7607843  0.7254902  0.7176471  ... 0.00784314 0.01176471 0.03529412],2
[0.65882355 0.6627451  0.6627451  ... 0.39607844 0.42352942 0.38039216],2
[0.8784314  0.8745098  0.87058824 ... 0.14509805 0.21176471 0.3882353 ],2
[0.5921569  0.5882353  0.58431375 ... 0.19215687 0.19607843 0.1882353 ],2
[0.3882353  0.39215687 0.39607844 ... 0.3137255  0.30588236 0.3764706 ],2
[0.         0.         0.         ... 0.62352943 0.68235296 0.6862745 ],2
[0.91764706 0.93333334 0.8627451  ... 0.5764706  0.5568628  0.49803922],2
[0.72156864 0.7254902  0.7294118  ... 0.29411766 0.30588236 0.3019608 ],2
[0.60784316 0.60784316 0.60784316 ... 0.8901961  0.84705883 0.87058824],2
[0.56078434 0.56078434 0.48235294 ... 0.09411765 0.09803922 0.09411765],2
[0.8666667  0.8666667  0.85882354 ... 0.18431373 0.17254902 0.16862746],2
[0.9411765  0.9529412  0.972549   ... 0.23137255 0.22745098 0.22745098],2
[0.8352941  0.8352941  0.8352941  ... 0.79607844 0.7882353  0.79607844],2
[0.39215687 0.3764706  0.34509805 ... 0.43137255 0.3372549  0.16862746],2
[0.09803922 0.07058824 0.04705882 ... 0.75686276 0.7137255  0.7882353 ],2
[0.03921569 0.04313726 0.04705882 ... 0.04313726 0.03921569 0.03921569],2
[0.43529412 0.44313726 0.4392157  ... 0.1254902  0.07450981 0.05098039],2
[0.11764706 0.11764706 0.11764706 ... 0.36078432 0.38039216 0.32941177],2
[0.93333334 0.91764706 0.9098039  ... 0.3372549  0.3529412  0.35686275],2
[0.9098039  0.91764706 0.92156863 ... 0.15294118 0.11372549 0.08627451],2
[0.6509804  0.6745098  0.6431373  ... 0.3647059  0.4392157  0.43137255],2
[0.38039216 0.3764706  0.36862746 ... 0.11764706 0.11372549 0.11372549],2
[0.98039216 0.9529412  0.87058824 ... 0.0627451  0.07450981 0.08235294],2
[0.01960784 0.01176471 0.00784314 ... 0.22352941 0.27450982 0.23137255],2
[0.00392157 0.         0.00392157 ... 0.43529412 0.4509804  0.4509804 ],2
[0.35686275 0.3529412  0.3529412  ... 0.12941177 0.21176471 0.09803922],2
[0.5647059  0.4509804  0.39607844 ... 0.6        0.58431375 0.57254905],2
[0.61960787 0.6431373  0.654902   ... 0.14509805 0.16078432 0.17254902],2
[0.5176471  0.52156866 0.5254902  ... 0.02745098 0.02352941 0.01568628],2
[0.6156863  0.6039216  0.6        ... 0.06666667 0.0627451  0.07058824],2
[0.76862746 0.76862746 0.7647059  ... 0.20784314 0.22745098 0.21960784],2
[0.7411765  0.7411765  0.7411765  ... 0.2509804  0.11764706 0.07843138],2
[0.5058824  0.58431375 0.5882353  ... 0.18431373 0.24313726 0.1254902 ],2
[0.7176471  0.7137255  0.7254902  ... 0.13333334 0.10588235 0.09019608],2
[0.93333334 0.9372549  0.9372549  ... 0.3764706  0.28627452 0.3764706 ],2
[0.63529414 0.6784314  0.7058824  ... 0.1254902  0.1254902  0.14117648],2
[0.7529412  0.7529412  0.75686276 ... 0.59607846 0.6627451  0.6117647 ],2
[0.15686275 0.15294118 0.15294118 ... 0.03137255 0.02745098 0.02745098],2
[0.85882354 0.84313726 0.827451   ... 0.02745098 0.03529412 0.05098039],2
[0.11372549 0.12156863 0.11764706 ... 0.78039217 0.7490196  0.74509805],2
[0.6745098  0.68235296 0.6862745  ... 0.21176471 0.21568628 0.21960784],2
[0.6509804  0.654902   0.65882355 ... 0.1254902  0.14509805 0.14901961],2
[0.38039216 0.3764706  0.3764706  ... 0.3019608  0.40392157 0.29803923],2
[0.92156863 0.9254902  0.92941177 ... 0.1764706  0.22745098 0.23529412],2
[0.827451   0.827451   0.8235294  ... 0.59607846 0.7137255  0.5882353 ],2
[0.56078434 0.56078434 0.5568628  ... 0.9254902  0.93333334 0.9372549 ],2
[0.8666667  0.87058824 0.8745098  ... 0.08235294 0.11764706 0.21960784],2
[0.01176471 0.01176471 0.01176471 ... 0.5803922  0.5921569  0.5882353 ],2
[0.6039216  0.6039216  0.6156863  ... 0.04705882 0.08627451 0.02352941],2
[0.9647059  0.972549   0.98039216 ... 0.09411765 0.07843138 0.05882353],2
[0.5411765  0.54901963 0.5764706  ... 0.37254903 0.4        0.39215687],2
[0.49803922 0.5176471  0.50980395 ... 0.01568628 0.00784314 0.00392157],2
[0.98039216 0.9764706  0.9764706  ... 0.05098039 0.0627451  0.05882353],2
[0.9137255  0.90588236 0.9019608  ... 0.13333334 0.14117648 0.12941177],2
[0.59607846 0.59607846 0.5921569  ... 0.5137255  0.5372549  0.5294118 ],2
[0.69411767 0.69803923 0.69803923 ... 0.28627452 0.18431373 0.21176471],2
[0.7411765  0.7411765  0.7490196  ... 0.20392157 0.20784314 0.1764706 ],2
[0.19607843 0.19607843 0.19607843 ... 0.20784314 0.21176471 0.20784314],2
[0.7254902  0.72156864 0.72156864 ... 0.26666668 0.24313726 0.24313726],2
[0.6156863  0.6117647  0.60784316 ... 0.13333334 0.14117648 0.23137255],2
[0.7058824  0.7058824  0.61960787 ... 0.02352941 0.02352941 0.00392157],2
[0.9019608  0.9137255  0.9137255  ... 0.02352941 0.01960784 0.01960784],2
[0.91764706 0.9137255  0.90588236 ... 0.03137255 0.02745098 0.03137255],2
[0.49411765 0.5176471  0.59607846 ... 0.19607843 0.29803923 0.36078432],2
[0.8156863  0.77254903 0.7411765  ... 0.19607843 0.21176471 0.2       ],2
[0.6862745  0.69411767 0.7019608  ... 0.07843138 0.08627451 0.08235294],2
[0.34901962 0.34901962 0.3529412  ... 0.3019608  0.28627452 0.28627452],2
[0.654902   0.654902   0.6509804  ... 0.14901961 0.10980392 0.02352941],2
[0.60784316 0.53333336 0.5411765  ... 0.13725491 0.1254902  0.09803922],2
[0.6666667  0.69411767 0.67058825 ... 0.40392157 0.39607844 0.4117647 ],2
[0.01176471 0.00392157 0.00392157 ... 0.28235295 0.2509804  0.36078432],2
[0.08627451 0.08627451 0.07843138 ... 0.23529412 0.24313726 0.21568628],2
[0.45490196 0.45490196 0.45490196 ... 0.17254902 0.18039216 0.1882353 ],2
[0.28235295 0.28627452 0.2901961  ... 0.04313726 0.04313726 0.04313726],2
[0.18431373 0.1882353  0.18431373 ... 0.36078432 0.2627451  0.24313726],2
[0.16862746 0.16078432 0.15294118 ... 0.06666667 0.05882353 0.07843138],2
[0.9372549  0.92941177 0.92156863 ... 0.02352941 0.01568628 0.02745098],2
[0.54509807 0.54509807 0.54901963 ... 0.1764706  0.18431373 0.2       ],2
[0.         0.00392157 0.00392157 ... 0.3764706  0.47843137 0.5294118 ],2
[0.87058824 0.8745098  0.8784314  ... 0.16078432 0.12941177 0.11764706],2
[0.00392157 0.00392157 0.00392157 ... 0.20392157 0.20784314 0.20392157],2
[0.36862746 0.3372549  0.3372549  ... 0.03137255 0.03137255 0.02352941],2
[0.8666667  0.8901961  0.9019608  ... 0.05882353 0.05882353 0.05490196],2
[0.14901961 0.15294118 0.14901961 ... 0.8784314  0.83137256 0.38039216],2
[0.7176471  0.7176471  0.7137255  ... 0.01176471 0.01176471 0.01568628],2
[0.50980395 0.5058824  0.5058824  ... 0.10980392 0.10588235 0.10980392],2
[0.22745098 0.23137255 0.23529412 ... 0.29411766 0.26666668 0.32156864],2
[0.47843137 0.48235294 0.4862745  ... 0.12941177 0.10196079 0.07058824],2
[0.9098039  0.9137255  0.92941177 ... 0.08627451 0.12156863 0.22352941],2
[0.57254905 0.57254905 0.5764706  ... 0.61960787 0.6509804  0.6627451 ],2
[0.24313726 0.2509804  0.2627451  ... 0.08235294 0.08235294 0.07843138],2
[0.63529414 0.6313726  0.6117647  ... 0.11372549 0.09803922 0.09803922],2
[0.54901963 0.5764706  0.6039216  ... 0.0627451  0.06666667 0.06666667],2
[0.3882353  0.41568628 0.4862745  ... 0.5372549  0.5568628  0.53333336],2
[0.6313726  0.6784314  0.7137255  ... 0.12156863 0.13725491 0.10980392],2
[0.64705884 0.6509804  0.65882355 ... 0.30588236 0.24705882 0.24705882],2
[0.44313726 0.45882353 0.45882353 ... 0.21960784 0.21568628 0.24313726],2
[0.1764706  0.13725491 0.10588235 ... 0.49411765 0.49411765 0.49019608],2
[0.8039216  0.89411765 0.92941177 ... 0.09803922 0.10196079 0.09019608],2
[1.         1.         1.         ... 0.19215687 0.16862746 0.12941177],2
[0.84705883 0.8666667  0.9137255  ... 0.14117648 0.13725491 0.14901961],2
[0.827451   0.83137256 0.83137256 ... 0.52156866 0.52156866 0.5176471 ],2
[0.52156866 0.5529412  0.5882353  ... 0.13725491 0.13725491 0.14901961],2
[0.84313726 0.8392157  0.8352941  ... 0.7882353  0.78431374 0.78431374],2
[0.19215687 0.19215687 0.19215687 ... 0.64705884 0.654902   0.654902  ],2
[0.5529412  0.50980395 0.4862745  ... 0.3529412  0.30980393 0.29803923],2
[0.44705883 0.44705883 0.45490196 ... 0.49803922 0.4745098  0.3882353 ],2
[0.2        0.24705882 0.25882354 ... 0.7294118  0.7372549  0.77254903],2
[0.15294118 0.16078432 0.16470589 ... 0.62352943 0.4862745  0.4392157 ],2
[0.32941177 0.5372549  0.6862745  ... 0.05882353 0.03137255 0.04313726],2
[0.4745098  0.44313726 0.4509804  ... 0.18039216 0.19607843 0.22745098],2
[0.49411765 0.5176471  0.42352942 ... 0.05882353 0.04705882 0.04705882],2
[0.654902   0.6627451  0.6666667  ... 0.22352941 0.22352941 0.19215687],2
[0.69411767 0.69411767 0.69803923 ... 0.23921569 0.23921569 0.1882353 ],2
[0.67058825 0.69803923 0.7058824  ... 0.02352941 0.02352941 0.03137255],2
[0.4627451  0.43529412 0.40784314 ... 0.13333334 0.15294118 0.12156863],2
[0.47843137 0.48235294 0.48235294 ... 0.60784316 0.5529412  0.5254902 ],2
[0.45882353 0.46666667 0.47843137 ... 0.07843138 0.07450981 0.07450981],2
[0.         0.         0.         ... 0.0627451  0.05882353 0.05882353],2
[0.52156866 0.52156866 0.52156866 ... 0.10196079 0.04313726 0.02745098],2
[0.94509804 0.9098039  0.8039216  ... 0.20784314 0.10196079 0.09019608],2
[0.6745098  0.68235296 0.69411767 ... 0.1254902  0.12941177 0.12941177],2
[0.15294118 0.16862746 0.2509804  ... 0.03137255 0.02745098 0.02745098],2
[0.5411765  0.54509807 0.54509807 ... 0.03137255 0.03529412 0.03529412],2
[0.18039216 0.1764706  0.17254902 ... 0.6901961  0.7019608  0.73333335],2
[0.6901961  0.6901961  0.6862745  ... 0.20784314 0.18431373 0.18039216],2
[0.6784314  0.654902   0.654902   ... 0.0627451  0.07843138 0.09411765],2
[0.87058824 0.8666667  0.8627451  ... 0.03137255 0.02745098 0.03137255],2
[0.6117647  0.62352943 0.63529414 ... 0.13725491 0.12941177 0.1254902 ],2
[0.25882354 0.27058825 0.28235295 ... 0.08235294 0.07450981 0.07058824],2
[0.73333335 0.7372549  0.74509805 ... 0.16470589 0.14117648 0.16078432],2
[0.4627451  0.7176471  0.8        ... 0.4392157  0.54509807 0.54509807],2
[0.6156863  0.6156863  0.6156863  ... 0.27450982 0.28235295 0.18431373],2
[0.59607846 0.60784316 0.6156863  ... 0.10588235 0.10196079 0.07843138],2
[0.94509804 0.9647059  0.98039216 ... 0.09019608 0.10980392 0.20392157],2
[0.8509804  0.7607843  0.67058825 ... 0.04313726 0.03921569 0.04705882],2
[0.00392157 0.         0.00392157 ... 0.9372549  0.9372549  0.9411765 ],2
[0.48235294 0.4862745  0.49411765 ... 0.01176471 0.01176471 0.01176471],2
[0.67058825 0.78431374 0.827451   ... 0.00784314 0.00784314 0.00392157],2
[0.6901961  0.62352943 0.60784316 ... 0.19607843 0.22745098 0.23529412],2
[0.20784314 0.21176471 0.21568628 ... 0.5568628  0.5529412  0.56078434],2
[0.         0.         0.         ... 0.10196079 0.10196079 0.10196079],2
[0.12941177 0.12941177 0.12941177 ... 0.10196079 0.09803922 0.12941177],2
[0.5137255  0.5176471  0.5254902  ... 0.32941177 0.3529412  0.3529412 ],2
[0.83137256 0.8627451  0.8666667  ... 0.03529412 0.03137255 0.02745098],2
[0.19215687 0.19215687 0.1882353  ... 0.33333334 0.43137255 0.48235294],2
[0.48235294 0.5529412  0.6        ... 0.03921569 0.04313726 0.04313726],2
[0.972549  0.972549  0.972549  ... 0.5882353 0.5803922 0.6      ],2
[0.20392157 0.20784314 0.20784314 ... 0.21568628 0.20784314 0.20784314],2
[0.5764706  0.59607846 0.6117647  ... 0.15294118 0.16470589 0.16470589],2
[0.44705883 0.44705883 0.44705883 ... 0.3529412  0.41960785 0.25490198],2
[0.44313726 0.44705883 0.45490196 ... 0.20784314 0.20392157 0.1764706 ],2
[0.5647059  0.5764706  0.5686275  ... 0.15686275 0.16470589 0.10588235],2
[0. 0. 0. ... 0. 0. 0.],2
[0.5137255  0.5137255  0.5137255  ... 0.12156863 0.12941177 0.13333334],2
[0.9098039  0.88235295 0.70980394 ... 0.16078432 0.14117648 0.1764706 ],2
[0.80784315 0.8117647  0.83137256 ... 0.33333334 0.3372549  0.27450982],2
[0.3882353  0.38431373 0.3882353  ... 0.10196079 0.09019608 0.09803922],2
[0.5019608  0.5058824  0.5058824  ... 0.25882354 0.25490198 0.27058825],2
[0.654902   0.65882355 0.654902   ... 0.11764706 0.13333334 0.14117648],2
[0.03921569 0.04705882 0.05490196 ... 0.5568628  0.49019608 0.49803922],2
[0.8156863  0.80784315 0.8117647  ... 0.06666667 0.05882353 0.03921569],2
[0.73333335 0.7294118  0.7254902  ... 0.02352941 0.02352941 0.01960784],2
[0.32941177 0.36862746 0.38431373 ... 0.60784316 0.6        0.59607846],2
[0.49019608 0.48235294 0.47843137 ... 0.7019608  0.69803923 0.67058825],2
[0.54509807 0.54901963 0.54901963 ... 0.14901961 0.19215687 0.23529412],2
[0.7254902  0.72156864 0.7058824  ... 0.02745098 0.01176471 0.00784314],2
[0.74509805 0.7411765  0.7411765  ... 0.13725491 0.15294118 0.14117648],2
[0.827451   0.827451   0.83137256 ... 0.07843138 0.06666667 0.06666667],2
[0.9529412  0.9647059  0.972549   ... 0.10196079 0.07058824 0.03921569],2
[0.93333334 0.89411765 0.8627451  ... 0.14901961 0.15686275 0.16862746],2
[0.8039216  0.81960785 0.8235294  ... 0.34509805 0.35686275 0.34901962],2
[0.827451   0.83137256 0.84705883 ... 0.44313726 0.4862745  0.2627451 ],2
[0.27450982 0.27058825 0.2784314  ... 0.20784314 0.20392157 0.20784314],2
[0.9529412  0.95686275 0.9607843  ... 0.21176471 0.22352941 0.25882354],2
[0.30980393 0.30588236 0.30588236 ... 0.03137255 0.03137255 0.02352941],2
[0.5882353  0.58431375 0.57254905 ... 0.15294118 0.23921569 0.36862746],2
[0.99215686 0.99215686 0.9843137  ... 0.27058825 0.2784314  0.19607843],2
[0.76862746 0.77254903 0.77254903 ... 0.43137255 0.41568628 0.4117647 ],2
[0.8235294  0.8117647  0.7921569  ... 0.4509804  0.45882353 0.46666667],2
[0.01568628 0.01960784 0.01568628 ... 0.45490196 0.43529412 0.4117647 ],2
[0.11764706 0.13333334 0.15294118 ... 0.05882353 0.0627451  0.0627451 ],2
[0.6509804 0.6509804 0.6509804 ... 0.9843137 1.        1.       ],2
[0.6313726  0.6392157  0.6509804  ... 0.8745098  0.87058824 0.85882354],2
[0.22352941 0.22352941 0.22745098 ... 0.45490196 0.2        0.01960784],2
[0.5686275  0.56078434 0.5686275  ... 0.00784314 0.00784314 0.00784314],2
[0.29411766 0.29803923 0.2901961  ... 0.08235294 0.05490196 0.04705882],2
[0.23921569 0.22745098 0.22745098 ... 0.2        0.19607843 0.22745098],2
[0.38431373 0.39215687 0.4        ... 0.05098039 0.03137255 0.03137255],2
[0.9882353  0.9882353  0.9843137  ... 0.04705882 0.05098039 0.04705882],2
[0.54509807 0.5529412  0.5568628  ... 0.0627451  0.05882353 0.05882353],2
[0.17254902 0.17254902 0.17254902 ... 0.28627452 0.3372549  0.1764706 ],2
[0.78431374 0.7921569  0.8        ... 0.4392157  0.49803922 0.43529412],2
[0.13725491 0.14117648 0.14509805 ... 0.01960784 0.03529412 0.0627451 ],2
[0.44313726 0.5254902  0.6156863  ... 0.69803923 0.6901961  0.69411767],2
